1 -11.4716 -1.12793 -13.5657 -4.93244 5.79987 3.84064 -9.8465 -8.67004 -21.6019 34.3369 9.32465 15.1978 -32.0508 -30.6239 -18.7729 100 8.54187 9.86023 13.7787 12.8906 -6.25305 -3.72162 -30.5695 0.654602 15.3675 12.9183 23.4375 -7.06787 16.6699 -3.55748 
2 21.3409 -33.3545 23.6413 -30.4207 5.79987 -2.60468 -9.55353 -2.5177 17.363 6.21185 2.00043 10.5103 -14.1797 -24.7645 22.8287 3.10822 23.7762 -2.73743 11.142 4.6875 -1.27258 0.965881 16.3055 18.2327 -6.89808 1.78545 5.27344 -4.13818 11.6895 -1.79967 
3 26.9073 -6.9873 -15.9095 19.384 -1.23138 14.9734 -6.62384 -3.98254 -9.29718 8.84857 7.27386 7.87354 13.0664 -8.06526 -0.901794 -19.4504 10.0067 -11.5265 2.93884 -4.98047 -0.393677 20.8878 -6.25305 -13.4079 32.0668 5.00811 4.10156 -25.2319 14.3262 2.88783 
4 -12.6434 -9.62402 -19.4251 0.340996 23.671 -25.7492 10.0754 26.7792 -5.48859 12.0712 4.05121 -15.271 12.4805 -8.94416 21.3638 -8.61053 20.8466 -11.2335 10.556 7.61719 -0.979614 5.94635 -9.76868 1.53351 19.7621 6.17998 -18.457 17.8345 15.498 -8.53795 
5 -24.0692 -27.2021 -19.7181 -11.0848 -9.14154 2.96173 7.43866 -5.74036 23.2224 -16.9327 1.70746 17.8345 -10.0781 -17.7332 5.25055 -23.8449 -11.38 -16.7999 -21.3776 2.63672 8.39539 -9.87396 19.8212 -11.0641 2.76989 33.1331 -3.51562 20.4712 29.2676 8.45424 
6 1.41907 1.21582 -8.87823 1.80584 -27.0126 -43.0344 4.216 -21.5607 6.23016 -1.40533 0.242615 24.2798 15.9961 17.716 9.05914 -20.9152 -13.1378 -2.73743 -1.16272 7.61719 -0.100708 7.11823 4.58679 -9.30634 4.23473 49.2464 16.1133 17.8345 -17.3145 18.4152 
7 -10.5927 6.78223 8.99287 4.14959 -26.7197 7.35626 7.43866 -9.54895 4.76532 -1.99127 -3.27301 -14.6851 -0.996094 -1.61994 -19.3588 -9.48944 5.61218 -32.0343 16.4154 2.34375 -7.42493 -18.3701 8.10242 -12.236 12.7308 -2.31611 -8.49609 -5.60303 -1.49414 -12.6395 
8 4.93469 -12.2607 -4.77666 11.7668 4.04205 17.0242 -18.9285 -5.44739 -4.02374 -17.5186 -0.92926 -1.50146 4.27734 14.4933 -4.41742 -15.0558 4.73328 26.2665 4.40369 -4.98047 -12.6984 11.5128 -24.7101 10.9085 -23.5973 -37.7653 -7.61719 31.311 -15.8496 2.00893 
9 20.462 -11.3818 25.9851 -16.3582 24.5499 4.13361 10.9543 1.58386 -4.31671 -19.8624 3.1723 6.70166 -13.3008 -23.8856 -13.4995 22.7371 100 16.5985 14.3646 9.96094 -0.393677 -17.4911 -17.9718 17.3538 -3.67543 -8.17549 1.46484 12.561 1.14258 0.544085 
10 18.4113 17.915 -13.2728 17.9191 1.40533 8.82111 1.87225 2.1698 -20.723 2.69623 -9.42535 -14.3921 30.6445 13.6144 5.54352 21.8582 -4.05579 1.36414 -2.62756 -0.878906 22.4579 -3.42865 7.80945 -4.32587 -25.3551 17.6058 -2.63672 6.99463 -19.6582 7.28237 
